year,acs_occ_code,employment_weight,employment_n,wage_weight,wage_n,weighted_log_wage,weighted_real_wage,mean_log_real_wage_2024,mean_real_wage_2024,acs_occ_title,soc_major,llm_exposure_main,complementarity_theta,complementarity_no_jobzone,m_index,m_no_jobzone,llm_exposure_model_robustness,m_index_oews_weighted,m_model_rated,llm_exposure_main_z,complementarity_theta_z,complementarity_no_jobzone_z,m_index_z,m_no_jobzone_z,m_model_rated_z,m_index_oews_weighted_z,ec_interaction,post,log_employment,employment_share,log_employment_share,balanced_5year,baseline_employment_weight,baseline_wage_weight,llm_exposure_main_z_post,complementarity_theta_z_post,ec_interaction_post,m_index_z_post,m_no_jobzone_z_post,m_model_rated_z_post,m_index_oews_weighted_z_post
2019,1065,119191,1197,118703.0,1189.0,1350745.1101581135,12752635771.840364,11.379199431843453,107433.13793114213,Database administrators and architects,15.0,0.6213884517877437,0.5199131944444444,0.4638958333333334,0.3232539438892652,0.2884825803810793,0.9233652417169332,0.3187078896844135,0.4800697724600173,1.6214185725917611,-1.0354610250328369,-1.6799090934975844,1.2267792942570925,1.0436348092403147,2.193350608857498,1.170855251982876,-1.6789157371831442,0,11.68848252740716,0.0008361040490525973,-7.086757492034918,True,135933,134788.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0
2019,110,635469,6601,631748.0,6558.0,7405139.208896194,94551739310.01254,11.721666248086569,149666.8597447282,Computer and information systems managers,11.0,0.5606060606060607,0.6380555555555555,0.6056666666666666,0.3576978114478114,0.339540404040404,0.5303030303030303,0.3576978114478114,0.33836279461279456,1.3220263257666593,0.457467662170691,0.04521209361649814,1.5113138664354229,1.4925805219221178,1.084333714212312,1.492612004235188,0.6047842925765821,0,13.362118587934035,0.004457704054395088,-5.413121431508044,True,627561,622223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,1105,221456,2225,219733.0,2210.0,2492205.704624975,21287060817.690544,11.341972778895183,96876.94073120807,Network and computer systems administrators,15.0,0.5135135135135136,0.5378472222222223,0.4854166666666667,0.2761918168168168,0.2492680180180181,0.7297297297297298,0.2761918168168168,0.39248310810810816,1.0900653382396766,-0.808834230928318,-1.4180354437857772,0.8380075580517947,0.6988255638432225,1.5078861949836246,0.8199996229971672,-0.8816821595167056,0,12.307979203136483,0.001553475164123063,-6.467260816305594,True,226797,224496.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0
2019,1106,112571,1123,110794.0,1107.0,1280657.4599113355,13526304048.323994,11.558906257661386,122085.16750296942,Computer network architects,15.0,0.5433011968085106,0.5706944444444444,0.5448333333333333,0.3100589746786347,0.2960086020611702,0.6352227393617021,0.3100589746786347,0.3625180883385047,1.236788776657006,-0.3937539846110412,-0.6950309433229763,1.1177780355316782,1.1098102731490673,1.2733761258415457,1.099481761683183,-0.4869905089309112,0,11.631339412670856,0.0007896659051933446,-7.143900606771221,True,108020,107630.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0
2019,1108,677358,6204,664039.0,6095.0,7357531.522299541,58068328413.99781,11.079968981188667,87447.16562430491,"Computer occupations, all other",15.0,0.5969636725035986,0.5772222222222222,0.5326666666666666,0.344580697628466,0.3179826495535835,0.7357861863332168,0.344580697628466,0.42471213755567344,1.5011108748207154,-0.3112644642012648,-0.8430795507108712,1.40295575704315,1.303025606372218,1.7601146928202087,1.3843655715532293,-0.4672424721577618,0,13.42595521567214,0.004751548073748599,-5.349284803769938,True,817949,806420.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0
2019,120,1255319,12651,1244635.0,12535.0,14283519.559067793,164803395720.92014,11.476070943744787,132411.02469472587,Financial managers,11.0,0.4541306971131532,0.6327777777777778,0.586,0.2873638133399341,0.2661205885083078,0.4850552306692657,0.2873638133399341,0.30693217096238534,0.7975668945413299,0.39077400737129836,-0.19409935394201636,0.9302974045877493,0.8470083246237374,0.8383536420445284,0.9121943531960582,0.3116684115265972,0,14.04290028151586,0.008805843551548837,-4.7323397379262175,True,1407121,1394990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,1200,32583,330,32278.0,327.0,380157.45535000577,5835421546.316566,11.777602557469663,180786.3419764721,Actuaries,15.0,0.537037037037037,0.53625,0.4835,0.2879861111111111,0.2596574074074074,0.5,0.2879861111111111,0.268125,1.2059337735550866,-0.8290178369860295,-1.4413581696071587,0.9354380941397693,0.79017829863407,0.5346437691470245,0.91732974461856,-0.9997406085010382,0,10.391545958948146,0.00022856405458701395,-8.383694060493932,True,44546,44473.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0
2019,1220,156369,1618,156168.0,1617.0,1782867.1805440658,16608339829.489264,11.41634125137074,106349.18696204897,Operations research analysts,15.0,0.6290322580645161,0.6114583333333333,0.53375,0.3846270161290323,0.3357459677419354,0.6290322580645161,0.3846270161290323,0.3846270161290323,1.6590692192841268,0.12136674390532734,-0.8298971404640039,1.7337711651127523,1.459216469439035,1.4464034164850608,1.7148400325843347,0.20135582905806798,0,11.959973877728535,0.0010969012261521894,-6.8152661417135425,True,191232,190411.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,1240,180554,1791,180022.0,1784.0,2034416.9377089117,18560316779.017128,11.30093509520454,103100.26985044677,Other mathematical science occupations,15.0,0.6618104684058632,0.5583680555555555,0.4900416666666666,0.3705344380934053,0.324594257283439,0.8215566852737906,0.3323445688370966,0.4587310088849939,1.820522920762706,-0.5495187704912041,-1.3617566923472295,1.6173549219181942,1.3611607310508118,2.0263507216603127,1.2833892966085598,-1.0004115170685781,0,12.103785180988028,0.0012665547773963023,-6.67145483845405,True,433037,429866.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0
2019,1305,185895,1928,173474.0,1802.0,1987580.6753666638,20625566274.630417,11.457513375875715,118897.16196450428,"Architects, except landscape and naval",17.0,0.4302325581395348,0.6731944444444444,0.6078333333333332,0.2896301679586562,0.2615096899224805,0.4883720930232558,0.2896301679586562,0.32876937984496124,0.679853237951816,0.9015069954403376,0.07157691411023266,0.9490193509762139,0.8064652108880292,1.0092544258350227,0.9308970042554048,0.6128924498863265,0,12.132937277167084,0.0013040209596247416,-6.642302742274993,True,204462,189557.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,1306,30278,322,26579.0,278.0,295972.632278585,2370594430.5513334,11.13558193606174,89190.50493063446,Landscape architects,17.0,0.3684210526315789,0.6385416666666667,0.60625,0.2352521929824561,0.2233552631578947,0.4210526315789473,0.2352521929824561,0.26885964912280697,0.37539194325951597,0.46361049879695193,0.05231031451865806,0.49981271587701287,0.4709776188182027,0.5403932269451266,0.48215333329927046,0.1740356460589013,0,10.318176655171824,0.00021239488214055207,-8.457063364270253,True,30058,25142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,1310,34371,339,31793.0,320.0,352554.61928419967,2590497664.1030645,11.089064236913776,81480.12657198329,"Surveyors, cartographers, and photogrammetrists",17.0,0.4398958333333334,0.6101041666666667,0.572125,0.2675341362847222,0.2506576302083333,0.5150347222222222,0.2711368417711276,0.31422483000578705,0.7274510638305792,0.10425455616074625,-0.36293560825766336,0.7664880220394987,0.7110442678619249,0.8954269224777545,0.7782844237903737,0.07584008778831973,0,10.444968464561736,0.00024110656232422602,-8.330271554880342,True,29790,28746.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,1320,128417,1318,128221.0,1316.0,1504801.6947698875,18285077332.870285,11.736000302367689,142605.948579954,Aerospace engineers,17.0,0.5178571428571428,0.6093055555555555,0.5711666666666666,0.3155332341269841,0.295782738095238,0.5714285714285714,0.3155332341269841,0.34817460317460314,1.1114604976482205,0.09416275313189049,-0.37459697116835444,1.1629999046345514,1.1078242766477053,1.1611221802947764,1.1446570239413634,0.10465818045589753,0,11.76303806022795,0.0009008228277905831,-7.012201959214127,True,165010,164833.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,1340,18606,175,18583.0,174.0,211569.29245630873,2111257860.3280656,11.38509887834627,113612.32633740868,Biomedical and agricultural engineers,17.0,0.4358974358974359,0.6349652777777778,0.6019583333333334,0.2740126424501424,0.2590715811965812,0.5078347578347578,0.320848656837529,0.32245743807375754,0.7077563929109228,0.4184167721894681,8.768930991530043e-05,0.8200057919879299,0.7850271945156903,0.9598563639426263,1.188521516888324,0.29613714541824926,0,9.831239388328504,0.00013051784058085449,-8.944000631113573,True,22377,22233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,135,16884,188,16884.0,188.0,191693.19193426054,1879683692.9567325,11.35354133702088,111329.28766623623,Compensation and benefits managers,11.0,0.4605263157894737,0.5965277777777778,0.5558333333333334,0.2747167397660818,0.2559758771929825,0.513157894736842,0.2747167397660818,0.3061129385964912,0.8290694170336862,-0.06730609532979895,-0.5611787777393985,0.8258222128129781,0.7578070166753503,0.8319422249906958,0.8078268362948361,-0.055801425217890124,0,9.734121706902389,0.00011843831131716365,-9.04111831253969,True,20605,20605.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0
2019,1350,72262,709,72145.0,707.0,839972.9334931289,10002301010.872274,11.642843350102279,138641.63851787752,Chemical engineers,17.0,0.3461538461538461,0.6541666666666667,0.625,0.2264423076923076,0.2163461538461538,0.4615384615384615,0.2264423076923076,0.3019230769230769,0.2657116748745515,0.6610588189267352,0.2804674149452091,0.42703584383406484,0.409347307345859,0.799151832783952,0.4094514670099507,0.1756510459676157,0,11.188053682148665,0.0005069053099029187,-7.587186337293413,True,88526,88242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,136,255868,2571,254735.0,2558.0,2918197.440531018,30449496156.25473,11.455816595799627,119534.01046677814,Human resources managers,11.0,0.45,0.6765277777777778,0.6518333333333334,0.3044375,0.293325,0.48,0.3044375,0.3247333333333334,0.7772205628880668,0.9436293037346924,0.6069855764445397,1.071340047986352,1.0862136614339815,0.9776678107157957,1.0530916343461214,0.7334080986063523,0,12.452416965481415,0.0017948693342869006,-6.322823053960662,True,287230,285109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,1360,387326,4000,380266.0,3921.0,4368637.313684281,44614152107.499,11.488372122893661,117323.5369649114,Civil engineers,17.0,0.4545454545454545,0.6453472222222222,0.6144166666666667,0.2933396464646464,0.279280303030303,0.4821428571428571,0.2933396464646464,0.31114955357142854,0.799609840814584,0.5496102115645902,0.15168540714889014,0.9796626832882018,0.9627202173629659,0.8713594166059916,0.9615087547451843,0.4394737337792318,0,12.8670219946723,0.0027170242459862433,-5.908218024769777,True,459405,451914.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,137,53153,539,52248.0,532.0,592808.2817923514,5483578023.567162,11.346047347120491,104952.87903014779,Training and development managers,11.0,0.4772727272727273,0.6189583333333334,0.58275,0.2954119318181818,0.2781306818181818,0.5,0.2954119318181818,0.3094791666666667,0.9115562304471719,0.2161419375676241,-0.23364658468261812,0.9967814585098689,0.9526117270788209,0.8582867554984196,0.978609886907997,0.19702552985069138,0,10.88092982620353,0.00037285901216780384,-7.894310193238547,True,76720,76322.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,140,265537,2707,262986.0,2678.0,3008680.3113049334,29645065364.12033,11.440458090183254,112724.88027545318,Industrial production managers,11.0,0.3296039063138119,0.7351851851851853,0.7355555555555556,0.2423199089010802,0.2424419844219372,0.4057187015028995,0.2423199089010802,0.29827837869750207,0.18419261027050424,1.6848649233033903,1.6257492811639818,0.5581978412339568,0.638805016590171,0.770627959299023,0.5404782854142881,0.3103396681764644,0,12.489509469653152,0.0018626956806577638,-6.285730549788926,True,292283,288336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,1400,59602,536,58947.0,531.0,682337.4313806929,8172140361.116801,11.575439485990684,138635.39045442178,Computer hardware engineers,17.0,0.3181818181818182,0.5577083333333334,0.50925,0.1774526515151515,0.1620340909090909,0.7272727272727273,0.1774526515151515,0.40560606060606064,0.12793150301905953,-0.5578554773411267,-1.128022418354696,0.022341137647621297,-0.06821256604771764,1.6105880961105123,0.005173849804866214,-0.07136728968366525,0,10.995444409537395,0.00041809762089111514,-7.779795609904681,True,57993,57558.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0
2019,1410,242485,2486,240038.0,2456.0,2787264.5737161436,32270853030.3182,11.611763861205908,134440.60119780284,Electrical and electronics engineers,17.0,0.4270395658263305,0.6032986111111112,0.5639583333333333,0.2573443548426315,0.2404868952789449,0.5912990196078431,0.2555623596690861,0.35672987728077343,0.6641257036419517,0.018254843393107886,-0.4623107008878941,0.682312076980838,0.6216141371959836,1.2280768473563555,0.649759036907732,0.012123510713321408,0,12.398695131776432,0.0017009899265424324,-6.376544887665647,True,257539,255391.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,1420,29253,323,28796.0,319.0,330984.9118124742,3283580412.595721,11.494128066831303,114029.04613820395,Environmental engineers,17.0,0.5,0.6559722222222223,0.6271666666666668,0.3279861111111111,0.3135833333333334,0.5555555555555556,0.3279861111111111,0.3644290123456791,1.0235026200797592,0.6838750692528442,0.30683223543894494,1.265870873437496,1.2643429126289232,1.2883312610122661,1.2474219712250403,0.6999479251875129,0,10.283737411503228,0.0002052046861502599,-8.491502607938848,True,30319,30003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,1430,243301,2477,241767.0,2462.0,2767871.7908375342,26146236879.07604,11.448509477461913,108146.42560430513,"Industrial engineers, including health and safety",17.0,0.5438682836387203,0.6664149305555556,0.6346979166666666,0.3626481298195281,0.3455586091033127,0.5292929028791291,0.3450362285966083,0.35272869311574323,1.2395820428800133,0.8158363632062486,0.3984753374436079,1.5522075528847967,1.545497923554049,1.196763069411071,1.3881247523422868,1.0112961057590022,0,12.402054638915242,0.0017067140240332407,-6.373185380526834,True,286035,284889.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,1440,11486,116,11304.0,114.0,128152.07626064064,1173975704.2295983,11.336878650092059,103854.89244777054,Marine engineers and naval architects,17.0,0.4035087719298245,0.6553472222222222,0.6264166666666666,0.2644383528265107,0.2527646198830409,0.4210526315789473,0.2644383528265107,0.2759356725146198,0.5482214570782472,0.6759771364476517,0.2977059514218812,0.7409143137344796,0.7295707915820959,0.5957710891198845,0.7230064455246862,0.3705851706949127,0,9.348884181424243,8.057228404341043e-05,-9.426355838017836,True,13286,13040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,1450,48778,510,48557.0,507.0,555817.8369188042,5272108543.450022,11.446708752987298,108575.66454785143,Materials engineers,17.0,0.3170731707317073,0.6295138888888889,0.5954166666666667,0.1996019647696477,0.188790650406504,0.4878048780487805,0.1996019647696477,0.307079945799458,0.12247070352478702,0.3495292471664109,-0.07951378795001456,0.20531261610310025,0.16705485844395285,0.8395101467799108,0.18795675305439327,0.04280709280295951,0,10.795034670519367,0.00034216915123362997,-7.98020534892271,True,51420,51141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,1460,321054,3215,319254.0,3193.0,3673085.5229417053,36629549720.324196,11.505213788838057,114734.81842145814,Mechanical engineers,17.0,0.5007630338957288,0.6329166666666667,0.5994999999999999,0.3169412702031717,0.3002074388204894,0.5312935096519228,0.3169412702031717,0.33626451715052946,1.027261051230701,0.39252910355023,-0.02982624163490053,1.1746314364847048,1.1467301734943074,1.067912326990195,1.156276568029639,0.40322985955165397,0,12.679364612263097,0.002252137739968056,-6.09587540717898,True,347092,344721.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,150,205584,2144,204332.0,2130.0,2330168.1084602484,22456773209.603348,11.403833508506981,109903.35928588448,Purchasing managers,11.0,0.4714285714285714,0.58125,0.5375,0.2740178571428571,0.2533928571428571,0.5857142857142857,0.2740178571428571,0.3404464285714286,0.8827700159702206,-0.260366675012253,-0.7842657203786935,0.8200488696231024,0.7350948112940081,1.100640499506067,0.8020594432639157,-0.22984389385867984,0,12.233609988523263,0.0014421358560665586,-6.541630030918816,True,237677,237046.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0
2019,1520,34720,340,34307.0,336.0,408444.42240426794,6389021148.868884,11.905570944829567,186230.8318672249,"Petroleum, mining and geological engineers, including mining safety engineers",17.0,0.4652777777777778,0.6514583333333334,0.62175,0.3030729166666667,0.2892430555555555,0.5046296296296295,0.2920089639181087,0.3287451774691358,0.8524734136966395,0.626834443437573,0.24092018420460729,1.0600674714009346,1.050321582093385,1.009065014952872,0.9505275556278592,0.5343596978198609,0,10.455071168774287,0.00024355473637360353,-8.320168850667791,True,27888,27218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,1530,572754,5879,567291.0,5820.0,6572983.79554678,74051243656.9873,11.58661744245331,130534.8465901756,Other engineers,17.0,0.4605866483662536,0.6356467013888889,0.5977760416666666,0.2928761692308837,0.2755266728547973,0.5363248100138345,0.2822646822855224,0.3409130963583164,0.829366593656187,0.42702771281735047,-0.05080401947967433,0.9758339815258663,0.9297149685389974,1.1042927011669001,0.8701147651083329,0.35416251957611844,0,13.258211584141202,0.004017769282169554,-5.517028435300875,True,623052,617670.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,1541,51831,540,50380.0,520.0,546117.1928216176,3217577571.5838385,10.839960159222263,63866.16855069152,Architectural and civil drafters,17.0,0.52,0.5511111111111111,0.5413333333333332,0.2865777777777777,0.2814933333333332,0.54,0.2865777777777777,0.29760000000000003,1.1220154429564364,-0.641222545840369,-0.7376202687359331,0.9238041067019946,0.982179144425927,0.7653188810311322,0.9057077474734563,-0.7194615988047355,0,10.855743704842892,0.000363585413046666,-7.919496314599186,True,50359,49506.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0
2019,1545,90132,948,86361.0,906.0,947278.7805312423,6146432727.49447,10.968825980839062,71171.39365563703,Other drafters,17.0,0.4774394717534849,0.5351041666666667,0.522125,0.2554877160267383,0.2492925226216678,0.5372340425531914,0.2528592582816152,0.28747617464539005,0.9123775539220987,-0.843497380462213,-0.9713545427284652,0.6669747188786471,0.6990410300727058,0.6860885317056082,0.6274522180143988,-0.7695880767258118,0,11.409030541474012,0.0006322602390214756,-7.366209477968066,True,87264,84250.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0
2019,1551,101051,1005,99586.0,991.0,1106237.0544675528,8025076034.96559,11.108359151562999,80584.37968153747,Electrical and electronic engineering technologists and technicians,17.0,0.330188679245283,0.6152083333333334,0.6182500000000001,0.2031348270440251,0.2041391509433962,0.4056603773584905,0.2031348270440251,0.249565644654088,0.18707299188155851,0.16875434073647572,0.19833085879165185,0.23449695360806563,0.3020125009417775,0.38939588548578086,0.2171110124154751,0.03156937941457248,0,11.523380618873846,0.0007088551170878172,-7.251859400568232,True,94244,92930.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,1555,376322,3843,374860.0,3819.0,4100670.3908007047,26802149928.76682,10.939205012006362,71499.09280469193,"Other engineering technologists and technicians, except drafters",17.0,0.3209954751231807,0.6106994047619047,0.6071249999999999,0.201781787680086,0.1998969975999058,0.3972061122887827,0.21179719698454,0.24257353634254986,0.14179056741406856,0.11177639692759371,0.06295764587189658,0.223319739669925,0.26471172273379423,0.3346747534393055,0.2885955369493152,0.015848838743863662,0,12.838200438864073,0.002639833107764609,-5.937039580578006,True,467856,466740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,1560,68332,660,66303.0,635.0,717700.5828687169,4400453938.4883,10.824556699828317,66368.8511604045,Surveying and mapping technicians,17.0,0.5106382978723404,0.5849305555555555,0.5819166666666666,0.2986879432624113,0.2971489361702127,0.5,0.2986879432624113,0.29246527777777775,1.0759030577801192,-0.21385662627057192,-0.2437869002571317,1.0238439976730669,1.1198371029782304,0.7251338895771904,1.0056445347083478,-0.2300889981310485,0,11.132133457066947,0.00047933704625233517,-7.643106562375129,True,66098,64661.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0
2019,160,263793,2468,260759.0,2447.0,2895556.866631782,20981533784.30653,11.104341045301531,80463.31587522014,"Transportation, storage, and distribution managers",11.0,0.4729707792207792,0.6710416666666668,0.6452500000000001,0.3173830999729438,0.3051843952922078,0.486525974025974,0.3173830999729438,0.326479200487013,0.8903663781238604,0.8743030046669023,0.5268770834058848,1.1782813124547615,1.1904919931341438,0.9913311898849165,1.1599226823417663,0.7784499996480784,0,12.482919983659304,0.0018504618252362327,-6.292320035782772,True,324491,318447.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,1600,27657,320,26386.0,307.0,293187.186689456,2453884390.6627464,11.11146769838005,92999.48422128198,Agricultural and food scientists,19.0,0.6580615942028986,0.6680787037037037,0.6150277777777778,0.4455020883655394,0.4096568538647343,0.4555114269788182,0.3947451421390854,0.30431748365823313,1.802057311745526,0.8368609528496977,0.1591216385702,2.2366491478392256,2.109106595323466,0.8178907654905924,1.798337901177919,1.5080713989971257,0,10.227634139466703,0.0001940090248814733,-8.547605879975373,True,33715,32819.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,1610,89194,1026,88689.0,1019.0,990614.4470890833,7795529987.177074,11.16953001036299,87897.37157006026,Biological scientists,19.0,0.4350963394304248,0.6843532986111112,0.6212239583333333,0.2991207682580514,0.2719256540235767,0.4629929422395472,0.2989918660791124,0.31685074725529777,0.703810479192833,1.0425180040663586,0.23451910999819534,1.0274194868295388,0.898051614136157,0.9159776860173403,1.0081525986903819,0.7337350960090997,0,11.398569051731746,0.0006256803328371888,-7.376670967710331,True,92713,92291.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
